Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course
Spring,2016,DAVID GRAY,BA,70332,BUS SOCIETY & ETHICS,W,19,26,73%,12.11,4.50,4.61,4.39,4.11,4.50,4.50,4.39,4.44,4.28
Spring,2016,PARAM SINGH,BA,70339,INFO TCHNGY FINANCE,A,14,21,67%,7.08,4.57,4.64,4.57,4.43,4.57,4.64,4.57,4.50,4.50
Spring,2016,CLARA BURKE,BA,70340,BUSINESS COMMUNCTNS,A,21,23,91%,6.65,4.52,4.24,4.10,4.33,4.33,4.19,4.48,4.25,3.71
Spring,2016,CLARA BURKE,BA,70340,BUSINESS COMMUNCTNS,C,14,18,78%,5.92,4.29,4.00,4.07,3.64,4.21,4.36,4.57,4.07,3.71
Spring,2016,V.EMILY STARK,BA,70340,BUSINESS COMMUNCTNS,D,12,23,52%,8.50,4.92,4.75,4.92,4.92,4.92,5.00,4.75,5.00,4.83
Spring,2016,CLARA BURKE,BA,70340,BUSINESS COMMUNCTNS,F,12,13,92%,5.25,4.17,3.83,3.92,4.08,4.00,4.25,4.42,4.17,3.92
Spring,2016,JOHN HOOKER,BA,70342,MANAGE ACRSS CLTURES,A,25,56,45%,5.24,4.36,4.00,4.32,3.84,4.40,4.24,4.28,4.21,4.20
Spring,2016,JOHN HOOKER,BA,70342,MANAGE ACRSS CLTURES,B,27,71,38%,4.00,4.48,4.59,4.70,4.30,4.56,4.59,4.52,4.48,4.44
Spring,2016,BENJAMIN COLLIER,BA,70342,MANAGE ACRSS CLTURES,W,18,20,90%,7.29,4.44,4.06,4.33,3.89,4.56,4.56,4.78,4.39,4.28
Spring,2016,EVELYN PIERCE,BA,70345,BUSINESS PRSNTATIONS,A,5,18,28%,7.40,5.00,5.00,5.00,4.25,5.00,5.00,5.00,5.00,5.00
Spring,2016,EVELYN PIERCE,BA,70345,BUSINESS PRSNTATIONS,B,15,21,71%,6.50,5.00,5.00,5.00,4.93,5.00,4.93,5.00,5.00,5.00
Spring,2016,EVELYN PIERCE,BA,70345,BUSINESS PRSNTATIONS,C,15,20,75%,6.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2016,JULIA DEEMS,BA,70345,BUSINESS PRSNTATIONS,D,7,18,39%,6.71,4.86,4.43,4.57,5.00,4.71,4.57,4.86,4.71,4.57
Spring,2016,J MCGINNIS,BA,70345,BUSINESS PRSNTATIONS,W,14,19,74%,9.15,4.50,4.50,4.57,4.50,4.43,4.36,4.21,4.57,4.64
Spring,2016,J MCGINNIS,BA,70345,BUSINESS PRSNTATIONS,X,15,19,79%,9.87,4.27,3.93,4.33,4.13,4.53,4.13,4.07,4.13,4.27
Spring,2016,GEOFFREY HITCH,BA,70350,BUSINESS ACTING,A,6,19,32%,4.00,4.50,4.17,3.80,4.33,3.83,3.83,2.50,3.67,4.00
Spring,2016,GEOFFREY HITCH,BA,70350,BUSINESS ACTING,B,14,22,64%,4.57,4.93,4.93,5.00,4.93,4.79,4.85,4.43,4.86,4.79
Spring,2016,GEOFFREY HITCH,BA,70350,BUSINESS ACTING,C,13,21,62%,6.15,4.54,4.46,4.54,4.62,4.23,4.46,4.08,4.46,4.46
Spring,2016,GEOFFREY HITCH,BA,70352,BUSINESS ACTING,W4,14,16,88%,7.15,5.00,4.93,4.86,5.00,4.86,5.00,5.00,5.00,5.00
Spring,2016,JAMES ROBERTS,BA,70364,BUSINESS LAW,A,9,20,45%,11.11,4.22,4.67,4.67,3.44,4.00,4.33,4.89,4.11,4.00
Spring,2016,DAVID TUNGATE,BA,70366,INTEL PROPRTY & ECOM,A4,25,58,43%,5.24,4.52,4.64,4.80,4.04,4.84,4.88,4.63,4.64,4.56
Spring,2016,MUSTAFA AKAN,BA,70371,OPERATIONS MGMT,A,28,42,67%,7.46,4.39,4.46,4.61,4.11,4.43,4.32,4.79,4.25,4.04
Spring,2016,SHAM KEKRE,BA,70371,OPERATIONS MGMT,W,18,25,72%,7.00,4.28,4.17,4.11,3.83,4.33,4.44,4.67,4.22,4.28
Spring,2016,DOKYUN LEE,BA,70374,DATA MINING BUS ANLY,A,27,31,87%,7.52,4.59,4.30,4.33,4.30,4.85,4.67,4.81,4.48,4.37
Spring,2016,HUI LI,BA,70381,MARKETING I,A,30,69,43%,6.10,3.93,3.93,3.83,3.40,3.83,3.53,4.23,3.60,3.50
Spring,2016,HUI LI,BA,70381,MARKETING I,B,39,67,58%,5.15,3.82,3.74,3.64,3.31,3.87,3.72,4.15,3.47,3.45
Spring,2016,EMIN CIVI,BA,70381,MARKETING I,W,20,25,80%,6.58,4.45,3.80,3.95,4.45,4.20,3.80,4.85,3.85,3.75
Spring,2016,CHRIS TELMER,BA,70391,FINANCE,A,61,63,97%,10.22,4.61,4.46,4.52,4.03,4.74,4.18,4.66,4.26,4.18
Spring,2016,JOSE EMILIO OSAMBELA ZAVALA,BA,70398,INTERNATNL FINANCE,B,27,33,82%,8.33,4.37,4.07,4.15,3.37,4.26,4.19,4.59,4.00,3.81
Spring,2016,DAVID LAMONT,BA,70401,MANAGEMENT GAME,A,21,39,54%,13.33,4.33,4.19,4.24,4.00,4.48,4.19,4.67,4.24,4.19
Spring,2016,STEPHEN VARGO,BA,70401,MANAGEMENT GAME,W,25,40,63%,13.68,4.64,4.56,4.48,4.48,4.52,4.68,4.80,4.56,4.56
Spring,2016,KATHARINE ANDERSON,BA,70415,INTRO ENTREPRENRSHIP,A,15,30,50%,7.80,4.07,4.00,4.07,4.20,4.27,4.07,4.53,4.07,4.13
Spring,2016,DAVID MAWHINNEY,BA,70416,NEW VENTURE CREATION,A,11,27,41%,8.27,4.82,4.55,4.55,4.45,4.73,4.55,4.45,4.45,4.27
Spring,2016,GEORGE WHITE,BA,70416,NEW VENTURE CREATION,W,12,14,86%,10.18,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2016,SIDNEY THOMAS EMERSON,BA,70417,TPCS IN ENTREPRNRSHP,W,4,9,44%,5.75,4.25,4.25,4.00,4.00,4.00,3.75,4.50,3.75,3.75
Spring,2016,AUSTIN SUDBURY,BA,70422,MANAGERIAL ACCOUNTNG,A,14,29,48%,8.21,4.71,4.64,4.71,4.36,4.93,4.92,4.93,4.71,4.71
Spring,2016,TIM CUNNINGHAM,BA,70425,ENTRPRSHP CRTV INDSR,A,10,17,59%,8.10,4.00,2.40,2.70,3.20,3.70,3.10,3.70,3.00,3.20
Spring,2016,JING LI,BA,70428,FINANCL STATMNT ANAL,A,11,30,37%,7.45,4.09,3.91,3.91,4.18,4.09,3.73,4.45,3.82,3.82
Spring,2016,JOHN OBRIEN,BA,70429,ACCTNG FINANC INSTS,W,5,6,83%,5.60,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2016,MILTON COFIELD,BA,70430,INTERNATNL MGMNT,A,15,26,58%,8.80,4.07,3.27,3.53,3.80,3.87,3.87,4.13,3.80,3.60
Spring,2016,DAVID LAMONT,BA,70440,CORPORATE STRATEGY,A,17,22,77%,5.94,4.76,4.88,4.76,4.71,4.71,4.76,4.88,4.76,4.71
Spring,2016,PARAM SINGH,BA,70443,DGTL MKTG SCL MD STG,A,9,22,41%,6.67,4.00,4.11,4.22,4.11,4.67,4.22,4.56,4.22,4.11
Spring,2016,SIDNEY THOMAS EMERSON,BA,70448,CEO PERSPECTIVE,W,8,15,53%,6.13,4.13,3.75,3.88,3.88,4.38,4.25,4.50,4.00,3.75
Spring,2016,AJIT SHARMA,BA,70451,MANGEMNT INFRMT SYST,A,22,35,63%,5.14,4.81,4.24,4.30,4.50,4.64,4.43,4.95,4.41,4.18
Spring,2016,AJIT SHARMA,BA,70451,MANGEMNT INFRMT SYST,B,55,72,76%,5.87,4.60,3.84,3.95,4.29,4.42,3.91,4.87,3.82,3.71
Spring,2016,TRIDAS MUKHOPADHYAY,BA,70451,MANGEMNT INFRMT SYST,W,26,34,76%,8.00,4.54,4.23,4.12,4.15,4.00,4.38,4.96,4.12,3.85
Spring,2016,AJIT SHARMA,BA,70453,BUS TECH FOR CONSLTG,A,6,13,46%,4.50,4.50,3.17,3.33,3.67,4.17,3.50,4.83,3.50,3.50
Spring,2016,MAHER HAKIM,BA,70453,BUS TECH FOR CONSLTG,W,3,5,60%,15.33,5.00,5.00,4.67,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2016,WOLFGANG GATTERBAUER,BA,70455,MODRN DATA MANGEMNT,A,32,36,89%,9.45,4.66,4.42,4.50,4.19,4.56,4.38,4.56,4.22,4.27
Spring,2016,ZELEALEM YILMA,BA,70460,MATH MDLS FR CNSLTNG,W,3,4,75%,10.00,4.67,5.00,5.00,5.00,5.00,5.00,5.00,4.33,5.00
Spring,2016,MOHAMMAD DELASAY SORKHAB,BA,70462,STOCHASTIC MODLG SIM,A,10,11,91%,8.00,4.90,4.90,4.80,4.80,4.90,4.60,4.90,4.90,4.80
Spring,2016,Christian TJANDRAATMADJA,BA,70471,SUPPLY CHAIN MGMT,A,20,27,74%,8.95,4.35,4.25,4.20,4.00,4.30,4.05,4.60,3.90,3.90
Spring,2016,SHAM KEKRE,BA,70471,SUPPLY CHAIN MGMT,W,7,9,78%,10.29,4.86,4.86,5.00,4.86,4.86,5.00,5.00,5.00,5.00
Spring,2016,LLOYD CORDER,BA,70480,INTERNTNL MARKETING,A,4,14,29%,8.75,5.00,4.50,5.00,4.75,4.75,4.50,5.00,4.75,4.50
Spring,2016,EMIN CIVI,BA,70480,INTERNTNL MARKETING,W,14,23,61%,9.92,4.86,4.57,4.64,4.36,4.92,4.71,5.00,4.57,4.64
Spring,2016,PETER STUETTGEN,BA,70481,MARKETING RESEARCH,W,12,12,100%,11.09,5.00,4.83,4.75,4.92,4.83,5.00,4.83,5.00,4.83
Spring,2016,MELISSA MURPHY,BA,70483,ADVRTS & MARKET COMM,A,9,12,75%,5.67,5.00,4.78,5.00,4.89,5.00,5.00,5.00,5.00,5.00
Spring,2016,PETER STUETTGEN,BA,70486,PRICING,W,4,4,100%,8.75,5.00,4.75,4.75,4.75,4.75,5.00,5.00,5.00,5.00
Spring,2016,MICHAEL SMITH,BA,70488,MARKTNG DIGITL MEDIA,A4,13,14,93%,6.62,5.00,4.50,4.85,4.69,4.92,4.85,4.92,5.00,4.69
Spring,2016,MUHAMMAD FAROOQI,BA,70491,RESPONSIBLE FINANCE,W,11,14,79%,8.09,4.82,4.82,4.73,4.82,4.73,4.73,4.82,4.73,4.73
Spring,2016,MUHAMMAD FAROOQI,BA,70492,INVESTMENT ANALYSIS,W,5,8,63%,8.60,5.00,4.80,4.80,4.60,4.80,5.00,5.00,4.80,4.75
Spring,2016,WILLIAM WALLER,BA,70495,CORPORATE FINANCE,A,22,27,81%,8.32,4.64,4.73,4.73,4.59,4.73,4.55,4.86,4.45,4.33
Spring,2016,WILLIAM WALLER,BA,70495,CORPORATE FINANCE,B,35,42,83%,11.39,4.17,3.97,3.97,3.66,4.03,3.79,4.49,3.80,3.74
Spring,2016,MUHAMMAD FAROOQI,BA,70495,CORPORATE FINANCE,W,14,17,82%,8.71,4.86,4.71,4.79,4.64,4.86,4.86,4.93,4.79,4.79
Fall,2016,MILTON COFIELD,BA,70100,GLOBAL BUSINESS,A,41,73,56%,6.10,3.82,3.26,3.29,3.31,3.90,3.56,4.44,3.36,3.31
Fall,2016,MILTON COFIELD,BA,70100,GLOBAL BUSINESS,B,31,71,44%,5.41,4.19,3.45,3.65,3.53,4.00,4.00,4.50,3.70,3.53
Fall,2016,DAVID LAMONT,BA,70100,GLOBAL BUSINESS,C,32,46,70%,5.00,4.09,4.38,4.34,4.03,4.56,4.47,4.47,4.22,4.06
Fall,2016,DAVID LAMONT,BA,70100,GLOBAL BUSINESS,D,31,49,63%,4.44,4.42,4.58,4.52,4.26,4.61,4.61,4.71,4.45,4.39
Fall,2016,STARLING HUNTER,BA,70100,GLOBAL BUSINESS,W,35,46,76%,6.35,3.77,3.57,3.71,3.46,3.91,3.49,4.17,3.46,3.46
Fall,2016,STEPHEN VARGO,BA,70101,INTRO BUSINESS MGMNT,W,15,27,56%,7.20,4.93,4.93,4.93,4.80,4.80,4.87,4.93,4.73,4.80
Fall,2016,THOMAS RUCHTI,BA,70122,INTRO TO ACCOUNTING,1,37,59,63%,5.18,4.05,4.11,4.24,3.70,4.14,4.11,3.81,3.89,3.81
Fall,2016,THOMAS RUCHTI,BA,70122,INTRO TO ACCOUNTING,2,35,63,56%,6.41,4.40,4.49,4.54,3.60,4.29,4.46,4.14,4.20,4.06
Fall,2016,TIMOTHY SHIELDS,BA,70122,INTRO TO ACCOUNTING,3,16,29,55%,9.38,4.00,3.69,4.00,3.63,4.00,3.81,3.80,3.75,3.81
Fall,2016,ANTHONY STANTON,BA,70160,GRAPHIC MEDIA MGMT,A,21,50,42%,6.33,4.76,4.57,4.67,4.52,4.76,4.81,4.67,4.67,4.62
Fall,2016,ANTHONY STANTON,BA,70196,PUBLSHNG ON THE WWW,A,9,25,36%,8.67,4.56,4.33,4.56,4.00,4.33,4.22,4.56,4.33,4.33
Fall,2016,AMAL HELU,BA,70207,PROB & STAT BUS APPL,W,23,37,62%,9.20,4.13,4.13,3.91,3.59,3.82,4.00,3.82,3.86,3.68
Fall,2016,ANTON BADEV,BA,70208,REGRESSION ANALYSIS,1,21,28,75%,7.55,3.81,3.62,3.52,3.00,3.86,3.57,3.67,3.14,3.57
Fall,2016,ANTON BADEV,BA,70208,REGRESSION ANALYSIS,2,40,59,68%,7.25,3.68,3.50,3.47,3.05,3.85,3.45,3.65,3.20,3.33
Fall,2016,SHIRLEY WANG,BA,70311,ORGNZTN BEHAVIOR,A,42,46,91%,6.14,4.29,4.26,4.21,4.40,4.36,4.40,4.48,4.31,4.19
Fall,2016,SHIRLEY WANG,BA,70311,ORGNZTN BEHAVIOR,B,52,61,85%,5.82,4.58,4.54,4.44,4.33,4.42,4.63,4.73,4.58,4.44
Fall,2016,BENJAMIN COLLIER,BA,70311,ORGNZTN BEHAVIOR,C,38,56,68%,6.18,4.47,4.53,4.53,4.24,4.55,4.53,4.61,4.53,4.47
Fall,2016,STARLING HUNTER,BA,70311,ORGNZTN BEHAVIOR,W,21,28,75%,4.71,3.76,3.68,3.63,3.53,3.63,3.63,3.95,3.47,3.58
Fall,2016,ELAINE HYDER,BA,70321,NEGOTIATN CNFLCT RES,A,12,28,43%,8.08,4.33,3.83,4.17,3.50,4.00,4.17,4.42,3.83,3.75
Fall,2016,DAVID TUNGATE,BA,70332,BUS SOCIETY & ETHICS,A,31,56,55%,7.52,4.26,4.48,4.32,3.52,4.48,4.48,4.52,4.29,4.03
Fall,2016,DAVID TUNGATE,BA,70332,BUS SOCIETY & ETHICS,B,13,31,42%,6.91,4.00,4.15,4.00,3.15,4.23,4.23,4.46,4.08,4.15
Fall,2016,DAVID GRAY,BA,70332,BUS SOCIETY & ETHICS,W,15,20,75%,12.00,4.40,4.73,4.60,4.07,4.60,4.67,4.47,4.67,4.67
Fall,2016,PARAM SINGH,BA,70339,INFO TCHNGY FINANCE,A,8,19,42%,6.50,4.75,4.38,4.50,4.38,4.63,4.63,5.00,4.50,4.63
Fall,2016,CLARA BURKE,BA,70340,BUSINESS COMMUNCTNS,A,24,25,96%,7.25,3.63,2.96,3.33,3.83,3.83,3.30,3.29,3.33,3.46
Fall,2016,CLARA BURKE,BA,70340,BUSINESS COMMUNCTNS,B,19,24,79%,7.26,4.63,4.00,4.37,4.11,4.58,4.42,4.47,4.26,4.11
Fall,2016,V.EMILY STARK,BA,70340,BUSINESS COMMUNCTNS,C,15,26,58%,7.14,4.73,4.33,4.60,4.53,4.73,4.33,4.60,4.33,4.27
Fall,2016,V.EMILY STARK,BA,70340,BUSINESS COMMUNCTNS,D,15,22,68%,8.27,4.60,4.47,4.33,4.60,4.47,4.47,4.67,4.60,4.13
Fall,2016,J MCGINNIS,BA,70340,BUSINESS COMMUNCTNS,W,11,19,58%,17.45,4.00,3.50,3.73,3.45,4.09,3.82,3.91,3.73,3.82
Fall,2016,J MCGINNIS,BA,70340,BUSINESS COMMUNCTNS,X,7,18,39%,18.29,4.00,4.71,4.57,4.43,4.29,4.00,4.43,3.86,4.14
Fall,2016,ROBERT KRAUT,BA,70341,ORG COMMUNICATION,A,2,5,40%,8.00,2.50,2.00,2.50,3.50,3.50,3.00,3.50,3.00,2.00
Fall,2016,BENJAMIN COLLIER,BA,70342,MANAGE ACRSS CLTURES,A,28,57,49%,5.21,4.14,3.96,4.11,3.61,4.00,4.11,4.46,4.00,4.04
Fall,2016,JULIA DEEMS,BA,70345,BUSINESS PRSNTATIONS,A,11,20,55%,6.91,4.82,4.45,4.64,4.91,4.82,4.64,4.82,4.64,4.64
Fall,2016,JULIA DEEMS,BA,70345,BUSINESS PRSNTATIONS,B,8,17,47%,5.00,4.88,4.88,4.88,4.88,4.88,4.88,4.75,4.63,4.38
Fall,2016,CLARA BURKE,BA,70345,BUSINESS PRSNTATIONS,C,16,19,84%,6.31,4.44,4.13,4.31,4.31,4.44,4.31,4.38,4.31,4.44
Fall,2016,RONALD PLACONE,BA,70345,BUSINESS PRSNTATIONS,D,9,10,90%,7.57,5.00,5.00,4.89,4.89,5.00,5.00,5.00,5.00,4.89
Fall,2016,J MCGINNIS,BA,70348,CROSS CULT BUSINESS,W,7,10,70%,8.86,5.00,4.71,4.71,4.71,4.86,4.86,4.86,5.00,4.86
Fall,2016,ANTHONY STANTON,BA,70349,COLOR REPRO MGMT,A,14,27,52%,7.00,4.57,4.43,4.07,4.07,4.57,4.50,4.71,4.50,4.23
Fall,2016,GEOFFREY HITCH,BA,70350,BUSINESS ACTING,A,7,18,39%,5.43,4.86,4.57,4.57,4.86,4.29,4.71,3.71,4.29,4.71
Fall,2016,GEOFFREY HITCH,BA,70350,BUSINESS ACTING,B,4,18,22%,5.00,4.25,4.00,4.25,4.25,4.50,4.50,4.00,4.00,4.00
Fall,2016,DAVID TUNGATE,BA,70364,BUSINESS LAW,A,21,39,54%,6.00,3.95,4.10,4.10,3.10,4.40,4.00,3.95,3.85,3.75
Fall,2016,CLIFFORD EARLY,BA,70365,INT TRADE & INT LAW,A,9,18,50%,7.57,4.11,3.33,3.00,2.67,3.89,3.44,3.44,3.56,3.33
Fall,2016,MUSTAFA AKAN,BA,70371,OPERATIONS MGMT,A,30,55,55%,6.24,4.21,4.21,4.41,3.59,4.28,4.17,4.62,4.03,4.03
Fall,2016,MUSTAFA AKAN,BA,70371,OPERATIONS MGMT,B,26,61,43%,5.81,4.42,4.31,4.50,3.73,4.35,4.42,4.77,4.15,4.08
Fall,2016,JEROME APT,BA,70376,ENERGY SYSTEMS,A,21,27,78%,7.71,4.71,3.71,4.38,3.67,4.70,4.62,4.62,4.43,4.38
Fall,2016,GUOFANG HUANG,BA,70381,MARKETING I,A,35,70,50%,6.24,4.00,3.79,3.94,3.76,3.97,3.73,4.35,3.74,3.62
Fall,2016,GUOFANG HUANG,BA,70381,MARKETING I,B,39,69,57%,6.75,3.95,3.92,3.82,3.82,3.92,3.85,4.36,3.67,3.69
Fall,2016,PETER STUETTGEN,BA,70381,MARKETING I,W,25,29,86%,13.20,4.72,4.76,4.64,4.32,4.56,4.76,4.44,4.68,4.80
Fall,2016,JOHN GASPER,BA,70386,APLD BHVRL DEC MK BS,W1,8,8,100%,8.75,5.00,4.75,4.88,4.63,4.88,4.75,5.00,4.88,4.63
Fall,2016,CHRIS TELMER,BA,70391,FINANCE,A,63,65,97%,10.44,4.52,4.44,4.54,3.97,4.63,4.29,4.44,4.27,4.29
Fall,2016,CHRIS TELMER,BA,70391,FINANCE,B,51,54,94%,9.49,4.67,4.65,4.73,4.14,4.76,4.60,4.53,4.37,4.31
Fall,2016,MUHAMMAD FAROOQI,BA,70391,FINANCE,W,15,21,71%,10.07,4.73,4.47,4.27,4.47,4.80,4.53,4.87,4.53,4.47
Fall,2016,MUHAMMAD FAROOQI,BA,70391,FINANCE,X,17,18,94%,6.88,4.76,4.12,4.18,3.94,4.53,4.35,4.76,4.53,4.41
Fall,2016,STEPHEN BOLLINGER,BA,70395,FUNDING ENTREP VENTR,A,19,33,58%,5.79,4.16,4.16,4.37,3.95,4.53,4.21,3.11,4.05,4.11
Fall,2016,SIDNEY THOMAS EMERSON,BA,70395,FUNDING ENTREP VENTR,W,10,19,53%,4.70,4.10,3.70,3.90,3.90,4.10,3.90,4.80,3.80,3.70
Fall,2016,DAVID LAMONT,BA,70401,MANAGEMENT GAME,A,33,53,62%,12.27,4.45,4.33,4.48,4.21,4.48,4.12,4.61,4.27,4.30
Fall,2016,HARRIS JONES,BA,70415,INTRO ENTREPRENRSHIP,A,20,34,59%,7.30,4.55,4.30,4.45,4.70,4.65,4.40,4.90,4.45,4.40
Fall,2016,GEORGE WHITE,BA,70415,INTRO ENTREPRENRSHIP,W,27,33,82%,8.11,4.96,4.85,4.85,4.89,4.85,4.81,5.00,4.85,4.93
Fall,2016,WILLIAM KAIGLER,BA,70421,ENTREPSHP COMP SCINT,A,4,6,67%,5.00,4.50,4.25,4.00,4.00,4.75,4.00,4.75,4.00,4.25
Fall,2016,SIDNEY THOMAS EMERSON,BA,70423,TECH-BASED ENTREPSHP,W,22,30,73%,5.95,4.36,3.82,4.23,3.91,4.27,4.14,4.73,3.95,3.91
Fall,2016,STEPHEN KAROLYI,BA,70424,CORP FINAN REPTNG,A,10,19,53%,6.20,4.00,3.50,3.70,3.20,4.20,3.50,4.60,3.50,3.60
Fall,2016,JOHN OBRIEN,BA,70424,CORP FINAN REPTNG,W,7,16,44%,8.00,5.00,5.00,4.86,4.71,5.00,5.00,5.00,4.71,4.86
Fall,2016,JINGHONG LIANG,BA,70428,FINANCL STATMNT ANAL,A,12,22,55%,7.00,4.92,4.75,4.67,4.67,4.83,4.58,4.92,4.67,4.58
Fall,2016,STARLING HUNTER,BA,70440,CORPORATE STRATEGY,W,13,18,72%,7.83,4.15,4.08,4.00,3.38,4.15,4.08,4.69,3.77,3.69
Fall,2016,PARAM SINGH,BA,70443,DGTL MKTG SCL MD STG,A,21,33,64%,6.86,3.81,3.90,3.95,3.75,4.38,4.19,4.29,4.00,4.05
Fall,2016,KATHARINE ANDERSON,BA,70449,SOCL ECON INF NETWK,A,5,6,83%,6.20,4.60,4.40,4.60,4.40,4.80,4.60,4.40,4.40,4.40
Fall,2016,AJIT SHARMA,BA,70451,MANGEMNT INFRMT SYST,A,27,58,47%,4.44,3.81,3.67,3.59,3.48,3.85,3.63,4.31,3.41,3.33
Fall,2016,AJIT SHARMA,BA,70453,BUS TECH FOR CONSLTG,A,5,10,50%,6.20,5.00,4.00,4.20,4.40,4.20,4.40,5.00,4.00,4.00
Fall,2016,THIAGO SERRA AZEVEDO SILVA,BA,70460,MATH MDLS FR CNSLTNG,A,12,25,48%,8.58,4.92,4.50,4.50,4.50,4.83,4.50,5.00,4.67,4.50
Fall,2016,MOHAMMAD DELASAY SORKHAB,BA,70462,STOCHASTIC MODLG SIM,A,8,11,73%,9.25,4.88,4.75,4.63,4.75,4.75,5.00,4.88,4.75,5.00
Fall,2016,LLOYD CORDER,BA,70481,MARKETING RESEARCH,A,12,25,48%,6.00,4.75,4.25,4.25,4.75,4.58,4.00,5.00,4.55,4.18
Fall,2016,PETER STUETTGEN,BA,70481,MARKETING RESEARCH,W,3,3,100%,11.00,4.33,5.00,5.00,4.00,4.67,4.67,4.33,4.67,4.33
Fall,2016,KAIFU ZHANG,BA,70482,PRICING STRTGY,A,10,16,63%,4.70,4.10,2.50,3.50,2.70,4.20,4.00,4.70,3.50,3.00
Fall,2016,JOHN LANKFORD,BA,70485,PRODUCT & BRAND MGT,A,11,24,46%,6.64,4.82,4.73,4.73,4.45,4.55,4.64,4.91,4.82,4.73
Fall,2016,ANISHA GHOSH,BA,70492,INVESTMENT ANALYSIS,A,26,57,46%,7.42,4.19,3.88,3.92,3.62,3.96,3.81,4.35,3.69,3.58
Fall,2016,MUHAMMAD FAROOQI,BA,70492,INVESTMENT ANALYSIS,W,9,10,90%,8.00,4.67,4.56,4.44,4.44,4.67,4.67,4.78,4.56,4.67
Fall,2016,DUANE SEPPI,BA,70497,DERIVATIVE SECURTIES,A,10,26,38%,9.80,4.80,5.00,5.00,4.70,5.00,4.80,5.00,4.80,4.80
Fall,2016,JOHN OSTLUND,IA,46901,FINANCIAL COMP I,H1,44,47,94%,11.64,4.95,4.98,4.91,4.86,4.82,4.86,5.00,4.89,4.89
Fall,2016,JOHN OSTLUND,IA,46901,FINANCIAL COMP I,M1,44,55,80%,10.74,4.86,4.81,4.74,4.72,4.77,4.84,4.95,4.81,4.79
Fall,2016,JOHN OSTLUND,IA,46902,FINANCIAL COMP II,H2,30,45,67%,8.46,4.93,4.87,4.90,4.87,4.83,4.90,4.90,4.90,4.83
Fall,2016,JOHN OSTLUND,IA,46902,FINANCIAL COMP II,M2,34,55,62%,7.47,4.79,4.79,4.74,4.82,4.79,4.88,4.88,4.85,4.67
Fall,2016,DMITRY KRAMKOV,IA,46904,FINANCIAL COMPTNG IV,H2,14,31,45%,7.75,4.64,4.71,4.86,4.57,4.79,4.64,4.64,4.50,4.64
Fall,2016,DMITRY KRAMKOV,IA,46904,FINANCIAL COMPTNG IV,M2,16,29,55%,8.50,4.75,4.88,4.94,4.69,4.88,4.81,4.94,4.94,4.88
Fall,2016,CHAD SCHAFER,IA,46921,PROBABILITY,I1,42,44,95%,8.88,4.64,4.64,4.71,4.50,4.66,4.69,4.76,4.67,4.62
Fall,2016,CHAD SCHAFER,IA,46921,PROBABILITY,M1,42,55,76%,8.68,4.56,4.59,4.63,4.34,4.72,4.76,4.76,4.61,4.63
Fall,2016,MAX GSELL,IA,46923,STATISTCL INFERENCE,I2,31,45,69%,9.42,4.90,4.87,4.90,4.81,4.94,4.94,4.97,4.94,4.90
Fall,2016,MAX GSELL,IA,46923,STATISTCL INFERENCE,M2,33,55,60%,9.25,4.94,4.72,4.75,4.61,4.73,4.94,4.91,4.84,4.75
Fall,2016,MAX GSELL,IA,46927,STS MCHN LRN II,I1,29,47,62%,8.11,4.90,4.90,4.79,4.76,4.86,4.86,4.93,4.90,4.83
Fall,2016,MAX GSELL,IA,46927,STS MCHN LRN II,M1,33,49,67%,11.00,4.69,4.56,4.66,4.63,4.68,4.71,4.77,4.65,4.61
Fall,2016,JOHN LEHOCZKY,IA,46936,STATISTICAL ARBITAGE,I2,25,47,53%,8.91,4.68,4.68,4.64,4.44,4.52,4.68,4.72,4.48,4.52
Fall,2016,JOHN LEHOCZKY,IA,46936,STATISTICAL ARBITAGE,M2,29,47,62%,8.81,4.79,4.72,4.83,4.83,4.79,4.76,4.90,4.72,4.82
Fall,2016,DMITRY KRAMKOV,IA,46941,MULT PERD ASSET PRIC,H2,29,45,64%,10.93,4.69,4.72,4.72,4.59,4.66,4.62,4.90,4.62,4.48
Fall,2016,DMITRY KRAMKOV,IA,46941,MULT PERD ASSET PRIC,M2,35,57,61%,10.61,4.26,4.26,4.26,4.29,4.38,4.12,4.76,4.12,4.09
Fall,2016,ALEXANDRA KLIMOVA,IA,46950,NUMERICAL METHODS,H1,9,18,50%,9.00,4.44,4.44,4.56,4.44,4.44,4.33,4.67,4.33,4.22
Fall,2016,ALEXANDRA KLIMOVA,IA,46950,NUMERICAL METHODS,M1,2,5,40%,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
