Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course,                            ,                             ,                              ,                               ,                                ,                                 ,                                  ,                                   ,                                    
Spring,2017,DAVID OHALLARON,ECE,18845,INTERNET SERVICES,A,11,14,79%,10.73,4.91,4.82,4.91,4.64,4.82,4.73,4.91,4.91,4.82,,,,,,,,,
Spring,2017,GREGORY GANGER,ECE,18847,SP TPCS CPMTR SYSTMS,B,16,20,80%,15.27,4.50,4.31,4.38,4.19,4.50,4.50,4.50,4.50,4.47,,,,,,,,,
Spring,2017,PRIYA NARASIMHAN,ECE,18848,SPCL TPCS EMBD SYSM,D,25,30,83%,7.63,4.84,4.80,4.80,4.72,4.88,4.84,4.84,4.84,4.64,,,,,,,,,
Spring,2017,AMINATA GARBA,ECE,18859,SPC TPCS COM,RW,14,15,93%,14.64,5.00,5.00,5.00,4.93,4.93,4.93,4.93,5.00,5.00,,,,,,,,,
Spring,2017,JOVAN ILIC,ECE,18875,ENG ECON EL ENGY SYS,1,17,23,74%,9.41,4.65,4.18,4.18,4.35,4.35,4.06,4.59,4.18,4.24,,,,,,,,,
Spring,2017,NESTOR GOMEZ,ECE,18878,SP TPCS SYSTMS CONTR,K4,7,9,78%,10.57,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.86,,,,,,,,,
Spring,2017,NESTOR GOMEZ,ECE,18878,SP TPCS SYSTMS CONTR,R3,4,6,67%,8.00,5.00,5.00,5.00,5.00,4.50,5.00,5.00,5.00,5.00,,,,,,,,,
Spring,2017,TAHA USTUN,ECE,18883,SP TPC IN ENGY SYS,K4,5,5,100%,10.40,4.80,5.00,4.60,4.40,4.80,5.00,4.80,4.80,5.00,,,,,,,,,
Spring,2017,TAHA USTUN,ECE,18883,SP TPC IN ENGY SYS,R3,2,3,67%,11.00,5.00,5.00,5.00,4.50,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Spring,2017,PULKIT GROVER,ECE,18898,SPEC TPCS SIG PROC,F,23,31,74%,10.64,4.52,4.17,4.13,4.39,4.52,4.39,4.65,4.22,4.17,,,,,,,,,
Spring,2017,PATRICK MCSHARRY,ECE,18899,SP TPC SIGNAL PROC,B3,35,50,70%,9.11,3.49,3.46,3.54,2.80,3.74,3.46,4.09,3.46,3.23,,,,,,,,,
Spring,2017,PATRICK MCSHARRY,ECE,18899,SP TPC SIGNAL PROC,B4,33,41,80%,11.42,3.45,3.33,3.36,3.12,3.39,3.42,3.67,3.45,3.21,,,,,,,,,
Spring,2017,PATRICK MCSHARRY,ECE,18899,SP TPC SIGNAL PROC,K3,12,16,75%,12.60,4.27,4.33,4.42,3.67,4.50,4.36,4.83,4.25,4.08,,,,,,,,,
Spring,2017,PATRICK MCSHARRY,ECE,18899,SP TPC SIGNAL PROC,K4,9,15,60%,16.33,4.67,4.67,4.78,4.44,4.56,4.44,5.00,4.33,4.56,,,,,,,,,
Spring,2017,DEANNA MATTHEWS,EPP,19101,INTRO ENGR & PUB POL,1,36,59,61%,8.08,4.92,4.61,4.67,4.53,4.77,4.67,4.92,4.64,4.46,,,,,,,,,
Spring,2017,JAMES HERBSLEB,EPP,19211,ETHCS POLICY CMPTNG,A,6,16,38%,6.00,4.67,4.50,4.67,4.33,4.50,4.67,4.67,4.50,4.17,,,,,,,,,
Spring,2017,DENISE CARUSO,EPP,19325,POLICY WRITING,A,3,9,33%,10.00,3.67,2.67,3.00,3.67,3.33,2.67,3.00,3.00,2.67,,,,,,,,,
Spring,2017,H SCOTT MATTHEWS,EPP,19351,APPLD MTH TCH PLY AN,A,14,25,56%,7.57,4.79,4.71,4.71,4.57,4.71,4.64,4.86,4.57,4.36,,,,,,,,,
Spring,2017,NICOLAS CHRISTIN,EPP,19355,ST CRYPTO BLO APP,A,9,10,90%,9.00,4.67,4.00,4.22,4.00,4.78,4.44,5.00,4.56,4.67,,,,,,,,,
Spring,2017,DANIEL ARMANIOS,EPP,19458,ST ORG THEORY,A,3,4,75%,15.33,4.00,4.33,4.00,3.67,4.33,4.33,4.67,4.00,4.00,,,,,,,,,
Spring,2017,DEBORAH STINE,EPP,19486,NEW TECH COMM PUBPOL,A,13,18,72%,7.25,3.92,3.85,4.08,4.23,4.31,3.77,4.38,3.92,3.92,,,,,,,,,
Spring,2017,REBECCA BALEBAKO,EPP,19605,ENGN PRIV SOFTWARE,A,2,2,100%,12.50,5.00,4.00,4.00,4.50,4.50,4.50,4.50,5.00,5.00,,,,,,,,,
Spring,2017,KATHLEEN CARLEY,EPP,19640,DYNM NETWK ANALYSIS,1,2,4,50%,8.00,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,,,,,,,,,
Spring,2017,DEBORAH STINE,EPP,19665,ENVIR POLITIC POLICY,A4,9,11,82%,7.33,4.67,4.22,4.44,4.44,4.88,4.67,4.67,4.56,4.67,,,,,,,,,
Spring,2017,JAY WHITACRE,EPP,19666,ENGY POLICY & ECONMC,A4,4,5,80%,12.50,4.75,4.75,4.50,4.00,4.25,4.75,5.00,4.50,4.75,,,,,,,,,
Spring,2017,JIMMY WILLIAMS,EPP,19680,E&TIM SEM INNV MN PC,A,25,28,89%,4.25,4.72,4.52,4.33,4.16,4.48,4.48,4.44,4.36,4.20,,,,,,,,,
Spring,2017,FOLKE KAFKA,EPP,19681,MANAGERIAL ENG ECON,1,25,28,89%,6.20,3.64,3.76,3.64,2.56,3.84,3.60,3.25,3.24,3.32,,,,,,,,,
Spring,2017,DEBORAH STINE,EPP,19686,ST: NEW TECH COMM,A,4,4,100%,13.25,4.50,3.75,4.25,4.00,4.50,4.33,4.50,4.00,4.50,,,,,,,,,
Spring,2017,ROBERT WASSON,EPP,19689,FINC INV MNGM,A3,8,9,89%,15.88,4.38,4.13,4.00,4.00,3.88,3.63,4.50,3.63,3.88,,,,,,,,,
Spring,2017,ROBERT MONROE,EPP,19697,MOD PROTO TECH,A,18,22,82%,9.00,4.50,3.33,3.33,4.39,4.06,3.83,4.67,4.00,3.89,,,,,,,,,
Spring,2017,INES AZEVEDO,EPP,19702,QUANT MTHDS POL ANAL,A,23,25,92%,12.70,4.83,4.50,4.39,4.26,4.52,4.52,4.91,4.74,4.39,,,,,,,,,
Spring,2017,ALEXANDER DAVIS,EPP,19703,ST: APPLD DATA ANAL1,A3,18,24,75%,11.50,4.67,3.83,3.56,4.22,4.28,4.17,4.78,3.83,3.94,,,,,,,,,
Spring,2017,ALEXANDER DAVIS,EPP,19704,APPLD DATA ANAL2,A4,15,18,83%,14.71,4.53,3.73,3.53,4.47,4.13,3.60,4.80,3.60,3.80,,,,,,,,,
Spring,2017,GWEN DIPIETRO,EPP,19714,ENV LFE CYC ASSMNT,A,3,6,50%,18.33,4.67,4.67,5.00,4.67,5.00,4.67,5.00,4.67,5.00,,,,,,,,,
Spring,2017,JAY WHITACRE,EPP,19724,MATERIALS ENGY STRGE,A3,4,7,57%,11.00,4.75,4.50,4.00,3.50,4.50,4.00,4.00,4.00,3.75,,,,,,,,,
Spring,2017,LORRIE CRANOR,EPP,19734,USABLE PRVCY & SECUR,A,1,2,50%,14.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Spring,2017,JOVAN ILIC,EPP,19739,ENG ECON EL ENGY SYS,1,4,5,80%,11.00,5.00,4.00,4.00,4.50,4.75,4.75,5.00,4.50,4.25,,,,,,,,,
Spring,2017,JOVAN ILIC,EPP,19739,ENG ECON EL ENGY SYS,A,1,2,50%,11.00,5.00,4.00,4.00,4.00,4.00,3.00,4.00,3.00,4.00,,,,,,,,,
Spring,2017,PETER ADAMS,EPP,19751,AIR QUALITY ENGNRNG,A,3,6,50%,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Spring,2017,DANIEL ARMANIOS,EPP,19758,ST ORG THEORY,A,11,11,100%,11.55,5.00,4.73,4.55,4.55,4.82,4.73,5.00,4.73,4.91,,,,,,,,,
Spring,2017,PEDRO FERREIRA,EPP,19819,MEAS CAUCAL EFF ONLI,A3,4,5,80%,11.75,4.75,4.25,4.75,4.50,5.00,4.75,5.00,4.75,4.50,,,,,,,,,
Spring,2017,ALEXANDRE JACQUILLAT,EPP,19867,DEC ANA BUS POL,A,3,4,75%,10.00,5.00,4.67,5.00,5.00,5.00,5.00,5.00,4.67,4.67,,,,,,,,,
Spring,2017,JEROME APT,EPP,19882,SEMR LW-CRBN ELC PWR,A4,7,9,78%,6.71,4.71,5.00,4.86,4.57,5.00,5.00,5.00,4.86,4.86,,,,,,,,,
Spring,2017,BRUCE KROGH,ICT,04602,MSIT FIRST-YEAR SEMR,A,25,34,74%,4.40,4.72,4.52,4.56,4.68,4.52,4.64,4.80,4.56,4.56,,,,,,,,,
Spring,2017,ZAIN KHAN,ICT,04605,MSIT SECOND YR SEMR,A,6,6,100%,7.00,4.83,4.00,4.00,4.17,4.17,4.50,4.33,4.50,3.67,,,,,,,,,
Spring,2017,TIMOTHY BROWN,ICT,04635,INTRD INFM SECURITY,A,15,21,71%,15.87,4.60,4.53,4.43,4.67,4.67,4.60,4.87,4.50,4.60,,,,,,,,,
Spring,2017,AMINATA GARBA,ICT,04644,WIRELESS NETWORKS,A,6,8,75%,13.50,4.50,4.33,4.33,4.67,4.17,4.17,5.00,4.17,4.00,,,,,,,,,
Spring,2017,TAHA USTUN,ICT,04800,SP TPC IN ICT,D,3,4,75%,13.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Spring,2017,PAULINA JARAMILLO,ICT,04800,SP TPC IN ICT,F,3,3,100%,10.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Spring,2017,MARTIN SAINT,ICT,04801,SP TPCS ICT,E4,7,9,78%,9.71,4.86,4.86,5.00,4.71,5.00,4.86,5.00,4.86,5.00,,,,,,,,,
Spring,2017,DAVID VERNON,ICT,04801,SP TPCS ICT,F3,3,5,60%,10.00,5.00,4.67,4.33,5.00,5.00,4.67,5.00,5.00,4.67,,,,,,,,,
Spring,2017,MICHEL BEZY,ICT,04801,SP TPCS ICT,G3,5,8,63%,8.60,5.00,5.00,4.80,5.00,5.00,5.00,4.80,4.60,4.80,,,,,,,,,
Spring,2017,MARK DESANTIS,ICT,04801,SP TPCS ICT,H3,11,14,79%,7.70,4.82,5.00,4.91,4.64,4.82,4.91,4.91,4.91,4.73,,,,,,,,,
Spring,2017,ZAIN KHAN,ICT,04900,MSIT PRACTICUM,A,10,14,71%,23.60,4.80,4.80,4.80,4.70,4.80,4.70,4.80,4.70,4.70,,,,,,,,,
Spring,2017,TIMOTHY BROWN,ICT,04980,MSIT INDPDT STUDY,A,2,2,100%,11.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Spring,2017,AMINATA GARBA,ICT,04980,MSIT INDPDT STUDY,D,2,2,100%,11.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Spring,2017,MARTIN CARLISLE,INI,14642,INTRO EMBEDDED SYSTM,1,5,8,63%,15.40,4.40,4.20,4.60,3.80,4.40,3.80,4.80,4.20,4.40,,,,,,,,,
Spring,2017,MARTIN CARLISLE,INI,14642,INTRO EMBEDDED SYSTM,A,4,8,50%,11.00,4.25,4.00,4.50,4.00,4.50,4.25,4.50,4.25,4.00,,,,,,,,,
Spring,2017,MARTIN CARLISLE,INI,14735,SECURE CODING,A,21,26,81%,10.86,4.71,4.48,4.62,4.33,4.57,4.48,4.71,4.38,4.43,,,,,,,,,
Spring,2017,MARTIN CARLISLE,INI,14735,SECURE CODING,SV,6,8,75%,14.00,4.50,4.50,4.50,4.67,4.50,4.17,4.83,4.50,4.50,,,,,,,,,
Spring,2017,WILLIAM NACE,INI,14740,FUND TELECOM NETWRKS,A,44,44,100%,12.57,4.73,4.73,4.75,4.59,4.64,4.75,4.77,4.61,4.07,,,,,,,,,
Spring,2017,DAVID LAMONT,INI,14774,MANAGERIAL ECON,A3,20,27,74%,8.32,4.42,4.53,4.50,4.16,4.42,4.37,4.68,4.47,4.37,,,,,,,,,
Spring,2017,DAVID LAMONT,INI,14774,MANAGERIAL ECON,B3,20,37,54%,9.79,4.50,4.35,4.45,4.00,4.37,4.20,4.50,4.30,4.15,,,,,,,,,
Spring,2017,DAVID LAMONT,INI,14775,BUSINESS MANAGEMENT,A4,16,25,64%,11.44,4.81,4.88,4.81,4.94,4.88,4.94,5.00,4.88,4.88,,,,,,,,,
Spring,2017,DAVID LAMONT,INI,14775,BUSINESS MANAGEMENT,B4,17,21,81%,8.75,4.41,4.47,4.53,4.53,4.35,4.29,4.47,4.35,4.29,,,,,,,,,
Spring,2017,RAHUL TELANG,INI,14788,INFO SEC POL MGT,A4,16,22,73%,8.38,4.69,4.56,4.25,4.44,4.56,4.63,4.75,4.63,4.50,,,,,,,,,
Spring,2017,PATRICK TAGUE,INI,14814,WIRELESS NETWORK SEC,A,8,8,100%,13.00,4.75,4.63,4.88,4.63,4.75,4.75,4.88,5.00,4.50,,,,,,,,,
Spring,2017,PATRICK TAGUE,INI,14814,WIRELESS NETWORK SEC,SV,4,4,100%,9.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Spring,2017,EDWARD ENGLER,INI,14815,ENTRE INOV TCH,A,10,13,77%,11.70,4.80,4.80,4.70,4.70,4.80,4.70,4.70,4.70,4.70,,,,,,,,,
Spring,2017,ALEXANDER VOLYNKIN,INI,14819,INTRO SW REV-ENG,A,24,29,83%,15.70,4.50,4.38,4.46,4.38,4.46,4.33,4.75,4.42,4.42,,,,,,,,,
Spring,2017,ALEXANDER VOLYNKIN,INI,14819,INTRO SW REV-ENG,SV,4,5,80%,11.00,5.00,5.00,5.00,4.75,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Spring,2017,STEVEN HENDERSON,INI,14822,HOST BASED FORENSICS,A,11,12,92%,11.40,5.00,4.91,5.00,4.91,4.82,5.00,5.00,4.91,5.00,,,,,,,,,
Spring,2017,LIMIN JIA,INI,14828,BROWSER SECURITY,A,15,16,94%,8.67,4.73,4.47,4.40,4.40,4.40,4.33,5.00,4.60,4.40,,,,,,,,,
Spring,2017,LIMIN JIA,INI,14828,BROWSER SECURITY,SV,9,11,82%,12.43,4.22,4.11,4.44,4.33,4.33,4.00,4.89,4.00,4.00,,,,,,,,,
Spring,2017,PEI ZHANG,INI,14841,MBL & PERVASIVE COMP,SV,5,8,63%,15.00,5.00,4.80,4.80,4.40,5.00,4.80,4.80,4.80,4.80,,,,,,,,,
Spring,2017,SHAWN LITSTER,MEG,24101,FUND OF MECH ENGR,1,58,114,51%,6.42,3.83,3.88,3.77,3.28,3.93,3.68,4.53,3.53,3.63,,,,,,,,,
Spring,2017,ROBERT KMETZ,MEG,24201,ENGINEERING GRAPHICS,T,4,8,50%,6.50,4.50,4.25,4.00,4.25,4.00,4.50,4.75,4.50,4.25,,,,,,,,,
Spring,2017,CHRISTOPHER DERAMO,MEG,24202,INTRO CMPTR AID DESG,A3,10,44,23%,2.30,4.00,4.10,4.50,3.70,4.60,4.20,4.30,3.90,4.00,,,,,,,,,
Spring,2017,CHRISTOPHER DERAMO,MEG,24202,INTRO CMPTR AID DESG,B4,35,40,88%,2.77,4.29,4.34,4.34,3.94,4.57,4.37,4.37,4.09,4.03,,,,,,,,,
Spring,2017,JACK BEUTH,MEG,24210,ADD MANF,A3,5,7,71%,4.40,3.80,3.80,4.00,2.40,4.40,4.20,3.20,3.80,3.80,,,,,,,,,
Spring,2017,JACK BEUTH,MEG,24210,ADD MANF,B4,9,10,90%,5.38,4.33,4.44,3.89,3.78,4.67,4.56,4.44,4.11,4.00,,,,,,,,,
Spring,2017,ALAN MCGAUGHEY,MEG,24231,FLUID MECHANICS,1,113,172,66%,9.31,4.61,4.43,4.42,4.07,4.58,4.43,4.60,4.42,4.29,,,,,,,,,
Spring,2017,PAUL STEIF,MEG,24262,STRESS ANALYSIS,1,152,169,90%,9.31,4.22,4.14,4.09,3.58,4.14,3.94,4.13,3.85,3.81,,,,,,,,,
Spring,2017,SHI-CHUNE YAO,MEG,24292,ST RENEW ENERGY ENGR,A,7,17,41%,8.00,4.14,4.14,4.14,3.71,4.43,4.14,4.57,4.29,4.14,,,,,,,,,
Spring,2017,SHRADDHA JOSHI,MEG,24302,MECHNCL ENG SEM I,A,12,16,75%,2.00,4.67,4.67,4.67,4.58,4.67,4.67,4.75,4.42,4.08,,,,,,,,,
Spring,2017,VENKATASUBRAMAN VISWANATHAN,MEG,24311,NUMERICAL METHODS,A,94,121,78%,8.71,2.97,2.79,2.79,2.45,3.16,2.50,2.86,2.38,2.57,,,,,,,,,
Spring,2017,GLENN JARVIS,MEG,24341,MANUFACTUR SCIENCES,T,7,12,58%,6.29,4.29,3.71,3.57,3.43,4.14,4.29,4.86,3.86,3.71,,,,,,,,,
Spring,2017,BURAK OZDOGANLAR,MEG,24352,DYNMC SYS & CONTROL,A,103,107,96%,10.43,4.45,4.44,4.33,4.03,4.43,4.38,4.60,4.39,4.30,,,,,,,,,
Spring,2017,MARK BEDILLION,MEG,24354,SP TP GD SN ACTR PRO,A,26,26,100%,8.12,4.85,4.73,4.65,4.56,4.77,4.77,4.85,4.69,4.73,,,,,,,,,
Spring,2017,PHILIP LEDUC,MEG,24358,SP TPC: CULNY MECHNC,A,8,18,44%,5.86,4.63,4.63,4.75,4.50,4.88,4.75,4.88,4.63,4.50,,,,,,,,,
Spring,2017,SHRADDHA JOSHI,MEG,24441,ENGINEERING DSIGN II,A,19,35,54%,12.65,4.21,3.95,3.95,3.84,4.16,4.21,4.32,3.84,3.84,,,,,,,,,
Spring,2017,KATE WHITEFOOT,MEG,24441,ENGINEERING DSIGN II,B,42,46,91%,13.56,4.10,3.48,3.69,3.98,3.95,3.83,4.40,3.69,3.64,,,,,,,,,
Spring,2017,KEITH COOK,MEG,24612,CARDIO MECH,A,3,4,75%,9.00,4.33,4.33,4.33,4.33,4.33,4.67,4.33,4.33,4.33,,,,,,,,,
Spring,2017,SATBIR SINGH,MEG,24618,COMP TRNSPT PHENOM,A,24,27,89%,13.09,4.08,4.21,4.13,4.22,4.08,3.88,4.50,4.00,4.04,,,,,,,,,
Spring,2017,PETER ADAMS,MEG,24626,AIR QULTY ENGR,A,2,2,100%,11.00,5.00,5.00,5.00,3.50,5.00,4.00,5.00,4.50,4.00,,,,,,,,,
Spring,2017,JONATHAN MALEN,MEG,24628,ENG TRNSP CONV NANSC,A,12,16,75%,10.83,4.92,4.67,4.67,4.50,5.00,4.75,5.00,5.00,4.75,,,,,,,,,
Spring,2017,YOED RABIN,MEG,24631,SP TPC THERM DESIGN,A,5,6,83%,11.60,5.00,4.40,4.60,5.00,4.80,4.80,4.80,4.80,4.60,,,,,,,,,
Spring,2017,JOSEPH SOLECKI,MEG,24650,APP FIN EL AN,A,24,35,69%,9.42,4.54,4.50,4.54,4.29,4.63,4.63,4.70,4.50,4.38,,,,,,,,,
Spring,2017,MAARTEN DE BOER,MEG,24651,MAT SLC ENGR,A,33,42,79%,12.48,4.61,4.42,4.42,4.39,4.79,4.64,4.73,4.41,4.36,,,,,,,,,
Spring,2017,BABY REEJA JAYAN,MEG,24653,ST MAT PROC MECH ENG,A,14,14,100%,9.29,4.79,3.86,4.07,3.64,4.71,4.29,4.71,4.50,4.00,,,,,,,,,
Spring,2017,KRIS DAHL,MEG,24657,MOLECULAR BIOMCHCS,A,2,5,40%,6.50,5.00,4.50,4.50,4.00,4.00,4.00,4.50,4.00,3.50,,,,,,,,,
Spring,2017,KENJI SHIMADA,MEG,24662,ST ROB SYS INT THNGS,A,25,29,86%,11.24,4.68,3.76,3.56,4.00,4.16,3.72,4.84,4.16,3.64,,,,,,,,,
Spring,2017,CARMEL MAJIDI,MEG,24673,SF RB MC DS MD,A,18,23,78%,12.00,4.33,4.17,4.11,4.39,4.33,4.11,4.28,4.11,4.22,,,,,,,,,
Spring,2017,STEVE COLLINS,MEG,24674,DESGN BIOMC SYS HUMN,A,18,26,69%,11.22,4.33,4.11,4.00,4.33,4.22,4.11,4.44,4.19,3.78,,,,,,,,,
Spring,2017,JACK BEUTH,MEG,24685,ST-ADD MANUF ENG,A3,8,12,67%,4.25,4.00,3.88,4.00,3.75,4.38,3.88,4.25,3.88,3.63,,,,,,,,,
Spring,2017,JACK BEUTH,MEG,24685,ST-ADD MANUF ENG,B4,19,20,95%,7.00,4.58,4.32,4.16,3.53,4.47,4.32,4.42,4.21,4.16,,,,,,,,,
Spring,2017,STEVE COLLINS,MEG,24686,ST IN ADV MECH DES,A,23,28,82%,12.57,4.57,4.35,4.22,4.13,4.39,4.26,4.26,4.22,4.35,,,,,,,,,
Spring,2017,SUALP OZEL,MEG,24688,INTRD CAD/CAE TOOLS,1,13,23,57%,9.64,4.46,4.38,4.38,4.15,4.46,4.00,4.62,4.25,4.08,,,,,,,,,
Spring,2017,TYLER CRUMMY,MEG,24691,SPC TPS:ME PROJ MGT,A,20,25,80%,7.10,4.95,4.95,5.00,4.65,4.80,4.75,5.00,4.85,4.80,,,,,,,,,
Spring,2017,SATBIR SINGH,MEG,24718,COMPUTNL FLUID DYNM,A,21,29,72%,13.00,4.52,4.57,4.43,4.33,4.19,4.33,4.62,4.33,4.33,,,,,,,,,
Spring,2017,MARK BEDILLION,MEG,24773,ST MULTI LIN CONTROL,A,16,16,100%,11.94,4.81,4.56,4.44,4.63,4.67,4.19,4.88,4.38,4.25,,,,,,,,,
Spring,2017,KOUSHIL SREENATH,MEG,24776,NON LINEAR CONTROL,A,15,15,100%,12.00,4.73,4.60,4.67,4.33,4.60,4.73,4.53,4.73,4.73,,,,,,,,,
Spring,2017,JOHN DOLAN,MEG,24778,MECHATRONIC DESIGN,1,22,28,79%,16.18,4.45,4.73,4.64,4.41,4.14,4.23,4.82,4.36,4.64,,,,,,,,,
Spring,2017,SOJI YAMAKAWA,MEG,24783,SPC TPC ADV COMP,A,36,36,100%,9.42,4.61,4.31,4.33,4.25,4.47,4.50,4.86,4.44,4.42,,,,,,,,,
Spring,2017,LEVENT KARA,MEG,24788,ST- AI-PROJ,A,12,12,100%,12.00,4.75,4.83,4.75,4.83,4.75,4.58,5.00,4.67,4.55,,,,,,,,,
Spring,2017,NOA MAROM,MSE,27100,ENG MATERLS OF FUTRE,1,62,93,67%,7.08,3.71,3.73,3.66,3.37,3.84,3.45,4.26,3.34,3.32,,,,,,,,,
Spring,2017,PAUL SALVADOR,MSE,27202,DEFECTS IN MATLS,1,25,33,76%,8.72,4.04,3.64,3.80,3.40,4.24,3.48,4.44,3.52,3.60,,,,,,,,,
Spring,2017,YOOSUF PICARD,MSE,27205,MATERIALS CHARACTZTN,A,21,33,64%,2.86,3.00,3.52,3.67,2.43,3.76,3.81,4.10,3.19,3.05,,,,,,,,,
Spring,2017,ELIZABETH HOLM,MSE,27216,TRANSPRT IN MATERIAL,A,24,30,80%,9.00,4.91,4.79,4.83,4.83,4.88,5.00,4.96,5.00,4.96,,,,,,,,,
Spring,2017,BRYAN WEBLER,MSE,27217,PHASE RELTNS & DIAGM,1,25,32,78%,10.00,4.64,4.64,4.56,4.16,4.60,4.72,4.76,4.68,4.64,,,,,,,,,
Spring,2017,LISA PORTER,MSE,27217,PHASE RELTNS & DIAGM,A,22,32,69%,4.18,4.14,4.05,4.14,4.00,3.95,4.05,4.43,3.95,4.18,,,,,,,,,
Spring,2017,ANTHONY ROLLETT,MSE,27357,INTRO TO MATLS SELEC,A3,14,32,44%,6.71,4.71,4.29,4.43,4.21,4.57,4.50,4.50,4.43,4.29,,,,,,,,,
Spring,2017,ROBERT HEARD,MSE,27367,SELECT PERFRMC MATRL,A,16,37,43%,5.20,3.25,2.94,3.31,3.13,4.00,2.81,3.50,2.88,2.75,,,,,,,,,
Spring,2017,MICHAEL MCHENRY,MSE,27445,MAGNETIC MATERIALS,A,1,2,50%,11.00,5.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,4.00,,,,,,,,,
Spring,2017,ADAM FEINBERG,MSE,27520,TISSUE ENGR,A,1,2,50%,14.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Spring,2017,LISA PORTER,MSE,27542,PROC & PROP THIN FLM,A,12,16,75%,8.00,4.75,4.50,4.58,4.58,4.50,4.58,4.92,4.50,4.50,,,,,,,,,
Spring,2017,MOHAMMAD ISLAM,MSE,27565,NANOSTRUCTRD MATRLS,A,4,5,80%,8.75,4.75,5.00,5.00,5.00,5.00,4.75,5.00,5.00,5.00,,,,,,,,,
Spring,2017,CHRISTOPHER BETTINGER,MSE,27570,MLC MC-SC PL BIO MED,A,7,8,88%,8.43,4.57,4.29,4.57,4.71,4.86,4.29,4.71,4.71,4.57,,,,,,,,,
Spring,2017,WARREN GARRISON,MSE,27591,MECHNCL BEHAVR MTRLS,A,6,9,67%,9.50,4.33,4.17,4.33,4.17,3.67,4.17,4.83,3.33,3.50,,,,,,,,,
Spring,2017,PETRUS PISTORIUS,MSE,27592,SOLIDIFICATION PROC,A,2,2,100%,9.50,5.00,5.00,5.00,4.50,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Spring,2017,NEETHA KHAN,MSE,27698,PRAC MATLS CHAR LAB,1,5,6,83%,6.20,4.20,4.40,4.40,4.00,4.00,4.00,4.40,4.20,4.20,,,,,,,,,
Spring,2017,MOHAMMAD ISLAM,MSE,27705,NANOSTRUCD MATERIALS,A,8,8,100%,11.00,4.25,4.75,4.75,4.50,4.75,4.50,4.25,4.13,4.50,,,,,,,,,
Spring,2017,JAY WHITACRE,MSE,27724,MATERIALS ENGY STRGE,A3,14,22,64%,13.29,4.36,3.93,4.07,3.29,4.57,4.00,4.71,3.93,3.79,,,,,,,,,
Spring,2017,ANTHONY ROLLETT,MSE,27725,MATRL NUCLR ENGY SYS,A3,5,7,71%,9.20,4.80,4.40,4.80,4.80,5.00,4.80,5.00,4.80,4.60,,,,,,,,,
Spring,2017,YOOSUF PICARD,MSE,27740,MTHDS ELEC MICROSCPY,1,10,12,83%,7.70,4.90,4.70,4.80,4.50,5.00,4.90,5.00,4.80,4.60,,,,,,,,,
Spring,2017,ROBERT DAVIS,MSE,27742,PROC & PROP THIN FLM,A,13,16,81%,11.83,4.54,3.62,3.62,4.15,4.31,4.08,4.69,4.00,3.69,,,,,,,,,
Spring,2017,ELIAS TOWE,MSE,27752,FND SEMICOND NANOSTR,A,10,11,91%,12.20,4.60,4.60,4.60,4.50,4.70,4.70,5.00,4.50,4.50,,,,,,,,,
Spring,2017,MARC DEGRAEF,MSE,27763,ELECTRON OPTICS,A,3,4,75%,8.00,4.67,5.00,5.00,5.00,5.00,5.00,4.67,5.00,5.00,,,,,,,,,
Spring,2017,DAVID LAUGHLIN,MSE,27790,SPECIAL TOPICS,A4,5,9,56%,8.00,4.60,4.60,4.40,3.80,4.40,4.60,5.00,4.40,4.20,,,,,,,,,
Spring,2017,WARREN GARRISON,MSE,27791,MECH BEHAV OF MATLS,A,6,13,46%,8.50,4.17,4.33,4.17,3.83,4.33,4.33,4.50,4.33,4.50,,,,,,,,,
Spring,2017,PETRUS PISTORIUS,MSE,27792,SOLIDIFICATION PROC,A,18,26,69%,8.25,4.78,4.83,4.72,4.67,4.78,4.89,5.00,4.83,4.83,,,,,,,,,
