Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,1 : Project 1. Draw on Skills,2: Interest in student learning,3: Explain course requirements,3 : Project 2. Develop skills,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,6 : Project 3. Demand on Time and Attn,7: Project 4. External Review Committee helpfulness,7 : Explains subject matter,8: Show respect for students,8 : Project 5. Faculty Mgmt Satisfaction,9: Project 6. Group Worked Smoothly,9 : Overall teaching,10: Overall course,10 : Project 7. Effective learning experience,11: Project 8. Project Size,12: Project 9. General Rating,14: Proj Instr 1. Motivation,15: Proj Instr 2. Guidance,16: Proj Instr 3. Knows next steps,17: Proj Instr 4. Instructor availability,18: Proj Instr 5. Overall Lead Effectiveness
Spring,2017,DAVID NEWBURY,HC,94870,TELL STORIES W DATA,A4,27,28,96%,6.32,4.70,4.56,4.59,4.30,4.67,4.63,4.67,4.56,4.46,,,,,,,,,,,,,,
Spring,2017,JANUSZ SZCZYPULA,ISM,95703,DATABASE MANAGEMENT,K,20,34,59%,14.45,4.35,4.40,4.30,4.20,4.21,4.45,4.35,4.40,4.35,,,,,,,,,,,,,,
Spring,2017,JANUSZ SZCZYPULA,ISM,95703,DATABASE MANAGEMENT,L,25,35,71%,12.91,4.36,4.60,4.56,4.36,4.52,4.60,4.24,4.52,4.50,,,,,,,,,,,,,,
Spring,2017,JANUSZ SZCZYPULA,ISM,95703,DATABASE MANAGEMENT,M,12,23,52%,11.45,5.00,5.00,5.00,4.83,5.00,5.00,4.67,5.00,5.00,,,,,,,,,,,,,,
Spring,2017,JEREMY SMITH,ISM,95703,DATABASE MANAGEMENT,Z,25,34,74%,12.80,4.08,4.20,4.25,4.13,4.08,4.21,4.63,4.26,4.13,,,,,,,,,,,,,,
Spring,2017,RIAZ ESMAIL ZADEH,ISM,95705,TELECOMMNCTNS MNGMNT,K,11,13,85%,15.38,4.82,4.73,4.55,4.73,4.64,4.82,5.00,4.73,4.45,,,,,,,,,,,,,,
Spring,2017,NEELAM DWIVEDI,ISM,95706,OBJ ORIENTED A & D,A3,26,35,74%,11.69,4.54,4.46,4.50,4.46,4.46,4.42,4.42,4.27,4.04,,,,,,,,,,,,,,
Spring,2017,NEELAM DWIVEDI,ISM,95706,OBJ ORIENTED A & D,B4,21,32,66%,10.15,4.38,4.57,4.48,4.48,4.43,4.38,4.57,4.33,4.19,,,,,,,,,,,,,,
Spring,2017,NEELAM DWIVEDI,ISM,95706,OBJ ORIENTED A & D,C4,13,17,76%,10.83,4.46,4.38,4.54,4.62,4.62,4.50,4.77,4.46,4.31,,,,,,,,,,,,,,
Spring,2017,MURLIKRISHNA VISWANATHAN,ISM,95706,OBJ ORIENTED A & D,K3,24,38,63%,11.32,3.54,3.42,3.42,3.42,3.38,3.42,4.46,3.17,3.04,,,,,,,,,,,,,,
Spring,2017,MURLIKRISHNA VISWANATHAN,ISM,95706,OBJ ORIENTED A & D,L3,24,35,69%,10.71,3.50,3.38,3.29,3.33,3.17,3.29,3.83,3.13,2.79,,,,,,,,,,,,,,
Spring,2017,MURLIKRISHNA VISWANATHAN,ISM,95706,OBJ ORIENTED A & D,M3,27,34,79%,10.96,3.69,3.26,3.37,3.63,3.52,3.48,4.19,3.30,3.15,,,,,,,,,,,,,,
Spring,2017,KAREN CLAY,ISM,95710,ECONOMIC ANALYSIS,A3,26,36,72%,9.04,4.23,4.15,4.23,4.04,4.15,3.96,4.48,4.12,4.00,,,,,,,,,,,,,,
Spring,2017,TIONG LIM,ISM,95710,ECONOMIC ANALYSIS,K3,16,24,67%,9.31,4.81,4.81,4.81,4.75,4.81,4.73,4.75,4.75,4.81,,,,,,,,,,,,,,
Spring,2017,TIONG LIM,ISM,95710,ECONOMIC ANALYSIS,L4,23,38,61%,10.00,4.70,4.52,4.48,4.70,4.52,4.61,4.87,4.57,4.57,,,,,,,,,,,,,,
Spring,2017,TIONG LIM,ISM,95710,ECONOMIC ANALYSIS,M4,25,39,64%,12.52,4.64,4.60,4.60,4.64,4.60,4.67,4.64,4.60,4.56,,,,,,,,,,,,,,
Spring,2017,MURLIKRISHNA VISWANATHAN,ISM,95712,OBJ ORIENT PRG JAVA,K,10,12,83%,18.78,4.60,4.20,4.30,4.20,4.40,4.50,4.70,4.50,4.50,,,,,,,,,,,,,,
Spring,2017,LYNNE PASTOR,ISM,95715,FINANCIAL ACCOUNTING,A3,13,17,76%,8.58,4.23,4.31,4.38,3.92,4.42,4.38,4.46,4.08,3.77,,,,,,,,,,,,,,
Spring,2017,TIONG LIM,ISM,95715,FINANCIAL ACCOUNTING,K3,31,39,79%,11.93,4.58,4.55,4.61,4.71,4.73,4.53,4.53,4.58,4.58,,,,,,,,,,,,,,
Spring,2017,TIONG LIM,ISM,95715,FINANCIAL ACCOUNTING,L3,24,37,65%,10.08,4.42,4.25,4.46,4.42,4.54,4.38,4.38,4.29,4.29,,,,,,,,,,,,,,
Spring,2017,TIONG LIM,ISM,95715,FINANCIAL ACCOUNTING,M3,24,40,60%,10.54,4.79,4.71,4.83,4.79,4.83,4.75,4.83,4.79,4.79,,,,,,,,,,,,,,
Spring,2017,LYNNE PASTOR,ISM,95715,FINANCIAL ACCOUNTING,Z3,5,10,50%,6.20,5.00,5.00,5.00,4.00,4.80,5.00,4.80,4.60,4.80,,,,,,,,,,,,,,
Spring,2017,TIONG LIM,ISM,95716,PRINCIPLS OF FINANCE,K4,22,38,58%,9.57,4.86,4.77,4.82,4.82,4.77,4.64,4.82,4.73,4.52,,,,,,,,,,,,,,
Spring,2017,TIONG LIM,ISM,95716,PRINCIPLS OF FINANCE,L4,23,37,62%,10.59,4.48,4.30,4.26,4.35,4.52,4.30,4.39,4.09,4.09,,,,,,,,,,,,,,
Spring,2017,TIONG LIM,ISM,95716,PRINCIPLS OF FINANCE,M4,22,39,56%,10.67,4.86,4.77,4.77,4.73,4.77,4.73,4.82,4.77,4.73,,,,,,,,,,,,,,
Spring,2017,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,A3,10,13,77%,8.00,4.60,4.30,4.30,4.60,4.60,4.40,4.80,4.50,4.10,,,,,,,,,,,,,,
Spring,2017,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,B4,9,10,90%,8.00,4.56,4.22,4.44,4.56,4.67,4.44,4.56,4.56,4.44,,,,,,,,,,,,,,
Spring,2017,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,D4,10,12,83%,7.00,4.60,4.60,4.40,4.70,4.60,4.40,4.80,4.50,4.40,,,,,,,,,,,,,,
Spring,2017,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,E3,12,14,86%,5.27,4.58,4.42,4.42,4.58,4.50,4.58,4.67,4.42,4.33,,,,,,,,,,,,,,
Spring,2017,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,F4,10,14,71%,7.10,4.80,4.50,4.50,4.80,4.70,4.20,4.70,4.70,4.40,,,,,,,,,,,,,,
Spring,2017,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,G3,10,14,71%,10.80,3.80,3.90,4.00,4.40,4.10,4.10,4.30,4.10,3.80,,,,,,,,,,,,,,
Spring,2017,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,H4,6,14,43%,6.50,4.67,4.67,4.50,4.67,4.67,4.67,4.83,4.67,4.67,,,,,,,,,,,,,,
Spring,2017,LYNNE PASTOR,ISM,95719,ACTG & FIN FDNS,A4,17,20,85%,7.35,4.41,4.53,4.53,3.82,4.29,4.41,4.41,4.24,4.12,,,,,,,,,,,,,,
Spring,2017,ARI LIGHTMAN,ISM,95722,DIGITAL TRANSFORMATN,A3,25,29,86%,7.40,4.08,4.00,3.68,3.28,3.92,3.84,4.68,3.80,3.56,,,,,,,,,,,,,,
Spring,2017,ARI LIGHTMAN,ISM,95722,DIGITAL TRANSFORMATN,B4,24,27,89%,8.00,4.04,4.00,3.83,3.71,3.71,4.04,4.39,4.08,3.58,,,,,,,,,,,,,,
Spring,2017,ARI LIGHTMAN,ISM,95722,DIGITAL TRANSFORMATN,C3,32,37,86%,7.38,3.69,3.59,3.56,3.31,3.77,3.97,4.23,3.78,3.31,,,,,,,,,,,,,,
Spring,2017,RIAZ ESMAIL ZADEH,ISM,95722,DIGITAL TRANSFORMATN,K3,24,31,77%,14.30,4.38,4.17,4.04,3.96,4.29,3.88,4.42,4.21,3.50,,,,,,,,,,,,,,
Spring,2017,RIAZ ESMAIL ZADEH,ISM,95722,DIGITAL TRANSFORMATN,L3,20,32,63%,9.89,4.20,4.00,4.05,3.95,4.15,4.25,4.55,4.30,4.00,,,,,,,,,,,,,,
Spring,2017,RIAZ ESMAIL ZADEH,ISM,95722,DIGITAL TRANSFORMATN,M3,19,32,59%,10.58,4.21,4.11,4.00,4.11,4.21,4.21,4.42,4.05,3.89,,,,,,,,,,,,,,
Spring,2017,JAMES RIEL,ISM,95722,DIGITAL TRANSFORMATN,Z4,19,24,79%,13.37,3.84,3.84,3.58,3.37,3.79,3.47,4.21,3.63,3.53,,,,,,,,,,,,,,
Spring,2017,VIBHANSHU ABHISHEK,ISM,95723,MANG DISRUPT TECH,A,45,55,82%,8.20,3.87,3.49,3.71,3.49,3.87,4.02,4.29,3.82,3.27,,,,,,,,,,,,,,
Spring,2017,VIBHANSHU ABHISHEK,ISM,95723,MANG DISRUPT TECH,B,51,55,93%,8.14,3.78,3.38,3.65,3.18,3.80,3.71,4.04,3.51,3.18,,,,,,,,,,,,,,
Spring,2017,PEDRO FERREIRA,ISM,95723,MANG DISRUPT TECH,C,35,49,71%,7.16,4.57,4.57,4.54,4.34,4.60,4.54,4.69,4.40,4.09,,,,,,,,,,,,,,
Spring,2017,PEDRO FERREIRA,ISM,95723,MANG DISRUPT TECH,D,39,52,75%,8.45,4.38,4.46,4.51,4.49,4.41,4.38,4.67,4.42,4.03,,,,,,,,,,,,,,
Spring,2017,MICHAEL SMITH,ISM,95732,MKTG DIGITAL MEDIA,A4,32,37,86%,6.13,4.88,4.69,4.66,4.66,4.81,4.75,4.91,4.91,4.75,,,,,,,,,,,,,,
Spring,2017,MICHAEL SMITH,ISM,95732,MKTG DIGITAL MEDIA,B4,17,21,81%,7.06,5.00,4.88,4.88,4.59,4.94,4.94,5.00,4.94,4.88,,,,,,,,,,,,,,
Spring,2017,MICHAEL SMITH,ISM,95732,MKTG DIGITAL MEDIA,C4,11,18,61%,6.36,4.82,5.00,4.91,4.55,5.00,4.82,4.82,4.91,4.91,,,,,,,,,,,,,,
Spring,2017,MICHAEL MCCARTHY,ISM,95733,INTERNET TCHNOLOGIES,A3,16,17,94%,10.88,4.38,4.38,4.31,4.13,4.56,4.50,4.81,4.25,4.31,,,,,,,,,,,,,,
Spring,2017,RANDALL TRZECIAK,ISM,95736,ADV REL DATABASE MGT,A3,12,17,71%,9.91,5.00,5.00,5.00,4.83,4.92,5.00,5.00,4.92,4.75,,,,,,,,,,,,,,
Spring,2017,DANIEL COSTA,ISM,95737,NOSQL DATABASE MGT,A4,18,29,62%,9.88,4.28,4.33,4.44,4.22,4.22,4.39,4.67,4.17,4.00,,,,,,,,,,,,,,
Spring,2017,DANIEL COSTA,ISM,95737,NOSQL DATABASE MGT,B3,25,31,81%,8.84,4.60,4.68,4.72,4.32,4.56,4.48,4.76,4.32,4.20,,,,,,,,,,,,,,
Spring,2017,DANIEL COSTA,ISM,95737,NOSQL DATABASE MGT,K4,16,31,52%,11.88,4.25,4.63,4.75,4.31,4.56,4.50,4.44,4.44,4.06,,,,,,,,,,,,,,
Spring,2017,HASAN YASAR,ISM,95748,SOFTWARE & SECURITY,A3,22,32,69%,7.00,3.77,3.82,3.82,3.23,4.05,3.68,4.41,3.64,3.48,,,,,,,,,,,,,,
Spring,2017,JOSEPH MAYES,ISM,95749,CRYPTOGRAPHY,A4,23,33,70%,9.91,3.83,3.61,3.57,3.22,4.00,3.39,4.17,3.35,3.43,,,,,,,,,,,,,,
Spring,2017,RANDALL TRZECIAK,ISM,95752,INTRO INFO SEC MGT,Z,12,22,55%,9.58,3.92,4.17,4.00,3.50,4.00,4.08,4.50,4.00,3.92,,,,,,,,,,,,,,
Spring,2017,RAHUL TELANG,ISM,95757,INFO SEC POL & MGT,A4,4,5,80%,7.25,4.50,4.75,4.75,3.75,4.50,4.50,4.75,4.75,4.75,,,,,,,,,,,,,,
Spring,2017,JOSEPH MAYES,ISM,95758,NETWK & INTERNET SEC,A,25,33,76%,9.33,3.96,3.56,3.46,3.16,4.08,3.80,4.12,3.44,3.52,,,,,,,,,,,,,,
Spring,2017,STEPHEN ROEHRIG,ISM,95760,DCSN MKG UNCERTAINTY,A3,22,27,81%,8.95,4.64,4.48,4.45,4.27,4.41,4.45,4.68,4.45,4.36,,,,,,,,,,,,,,
Spring,2017,DAVID CHOI,ISM,95760,DCSN MKG UNCERTAINTY,C4,35,45,78%,9.88,4.40,4.46,4.57,4.26,4.51,4.50,4.66,4.38,4.26,,,,,,,,,,,,,,
Spring,2017,DAVID CHOI,ISM,95760,DCSN MKG UNCERTAINTY,D4,29,40,73%,8.11,4.62,4.66,4.62,4.52,4.62,4.69,4.62,4.66,4.59,,,,,,,,,,,,,,
Spring,2017,RIAZ ESMAIL ZADEH,ISM,95760,DCSN MKG UNCERTAINTY,K4,22,35,63%,8.65,4.27,4.27,4.32,4.05,4.23,4.24,4.50,4.05,3.95,,,,,,,,,,,,,,
Spring,2017,RIAZ ESMAIL ZADEH,ISM,95760,DCSN MKG UNCERTAINTY,L4,13,25,52%,11.92,3.92,3.62,3.77,3.77,3.85,3.62,4.00,3.62,3.69,,,,,,,,,,,,,,
Spring,2017,RIAZ ESMAIL ZADEH,ISM,95760,DCSN MKG UNCERTAINTY,M4,24,35,69%,8.00,4.29,4.21,4.21,4.04,4.17,4.17,4.42,4.04,4.00,,,,,,,,,,,,,,
Spring,2017,MICHAEL MCCARTHY,ISM,95771,DATA STRUC & ALGRTHM,A,24,31,77%,11.73,4.33,4.50,4.50,4.29,4.46,4.29,4.75,4.13,4.21,,,,,,,,,,,,,,
Spring,2017,CONSTANTINE COIS,ISM,95771,DATA STRUC & ALGRTHM,Z,7,10,70%,15.00,4.00,4.00,4.14,4.29,4.29,4.00,4.43,4.14,4.14,,,,,,,,,,,,,,
Spring,2017,NEELAM DWIVEDI,ISM,95772,DATA STRUC APPL PRGM,A3,4,10,40%,7.25,4.25,4.25,4.25,3.50,3.75,4.00,4.75,4.00,3.75,,,,,,,,,,,,,,
Spring,2017,ARTUR DUBRAWSKI,ISM,95791,DATA MINING,A3,30,51,59%,19.87,4.23,4.47,4.57,3.70,4.67,4.40,4.63,4.33,4.30,,,,,,,,,,,,,,
Spring,2017,OLEXANDRA CHOULDECHOVA,ISM,95791,DATA MINING,B3,37,49,76%,14.97,4.59,4.73,4.62,4.38,4.59,4.73,4.76,4.75,4.56,,,,,,,,,,,,,,
Spring,2017,MURLIKRISHNA VISWANATHAN,ISM,95791,DATA MINING,K4,17,28,61%,13.12,4.41,4.12,4.29,4.29,4.41,4.29,4.59,4.00,3.88,,,,,,,,,,,,,,
Spring,2017,MURLIKRISHNA VISWANATHAN,ISM,95791,DATA MINING,L4,16,26,62%,13.87,4.38,4.20,4.38,4.25,4.31,4.38,4.56,4.13,4.31,,,,,,,,,,,,,,
Spring,2017,Karen CHEN,ISM,95791,DATA MINING,Z4,17,24,71%,17.80,4.12,3.88,4.12,3.88,4.18,3.59,4.59,3.75,3.47,,,,,,,,,,,,,,
Spring,2017,JANUSZ SZCZYPULA,ISM,95796,STATS FOR IT MANAGER,K3,22,35,63%,9.85,4.64,4.86,4.77,4.73,4.76,4.86,4.77,4.73,4.73,,,,,,,,,,,,,,
Spring,2017,JANUSZ SZCZYPULA,ISM,95796,STATS FOR IT MANAGER,L3,24,35,69%,10.22,4.71,4.83,4.71,4.75,4.63,4.71,4.79,4.71,4.71,,,,,,,,,,,,,,
Spring,2017,JANUSZ SZCZYPULA,ISM,95796,STATS FOR IT MANAGER,M3,27,36,75%,12.04,4.44,4.67,4.56,4.33,4.33,4.63,4.46,4.52,4.48,,,,,,,,,,,,,,
Spring,2017,ROBERT BRICHACEK,ISM,95797,DATA WAREHOUSING,A3,37,44,84%,10.12,3.76,3.65,3.84,3.54,3.59,3.49,4.46,3.41,3.31,,,,,,,,,,,,,,
Spring,2017,ROBERT BRICHACEK,ISM,95797,DATA WAREHOUSING,B4,12,17,71%,9.08,3.42,3.25,3.50,3.50,3.58,3.58,4.67,3.25,3.17,,,,,,,,,,,,,,
Spring,2017,DENNIS MOUL,ISM,95799,LINUX & OPEN SOURCE,A4,34,38,89%,7.74,4.59,4.62,4.50,4.18,4.53,4.56,4.68,4.47,4.33,,,,,,,,,,,,,,
Spring,2017,DENNIS MOUL,ISM,95799,LINUX & OPEN SOURCE,K3,13,17,76%,9.15,4.62,4.85,4.92,4.69,4.92,4.62,4.85,4.62,4.38,,,,,,,,,,,,,,
Spring,2017,STACEY SABO,ISM,95807,OBJCT-ORNTD PROG JAV,Z,4,9,44%,15.00,4.25,4.25,4.25,4.00,4.50,4.33,4.50,4.50,4.25,,,,,,,,,,,,,,
Spring,2017,DAVID BOYD,ISM,95808,IT PROJECT MANAGEMNT,A4,7,11,64%,6.29,4.86,3.86,4.14,4.29,4.43,4.14,4.71,3.86,3.71,,,,,,,,,,,,,,
Spring,2017,SUMMER FOWLER,ISM,95808,IT PROJECT MANAGEMNT,B3,21,25,84%,6.71,4.76,4.71,4.71,4.48,4.71,4.76,4.81,4.76,4.67,,,,,,,,,,,,,,
Spring,2017,RYAN SMALLEY,ISM,95812,INTR ITIL FRAMEWORK,A4,17,20,85%,6.60,4.82,4.88,4.82,4.76,4.82,4.88,4.94,4.88,4.82,,,,,,,,,,,,,,
Spring,2017,PEDRO FERREIRA,ISM,95819,MEAS CAUCAL EFF ONLI,A3,10,10,100%,8.33,4.40,4.10,4.10,4.00,4.20,4.10,4.40,4.30,3.80,,,,,,,,,,,,,,
Spring,2017,THOMAS MURRAY,ISM,95821,PRODCT MNGMNT IN IT,A4,24,27,89%,6.38,4.54,4.25,4.42,4.13,4.33,4.21,4.75,4.08,3.79,,,,,,,,,,,,,,
Spring,2017,JOSEPH MERTZ,ISM,95822,IT CONSULTING,A,8,12,67%,10.63,4.50,4.13,4.25,4.38,4.38,3.88,4.63,4.13,4.00,,,,,,,,,,,,,,
Spring,2017,LEMAN AKOGLU,ISM,95828,MACH LRN PROB SOLV,A,38,46,83%,12.86,2.63,2.58,2.68,2.45,3.13,2.66,2.39,2.29,2.34,,,,,,,,,,,,,,
Spring,2017,MARK YANALITIS,ISM,95831,ENTERPRISE ARCHTCTRS,Z3,10,20,50%,11.10,4.20,4.40,4.44,4.00,4.30,4.30,4.50,4.00,3.90,,,,,,,,,,,,,,
Spring,2017,JEREMY WEISS,ISM,95845,ANA PRC: ML HLTH CAR,A,6,8,75%,7.50,4.33,4.50,4.67,4.33,4.50,4.50,4.67,4.50,4.50,,,,,,,,,,,,,,
Spring,2017,ARTUR DUBRAWSKI,ISM,95852,APPLIED DATA SCIENCE,A4,9,12,75%,13.22,4.22,4.11,4.11,4.22,4.78,4.44,4.44,4.33,4.44,,,,,,,,,,,,,,
Spring,2017,JAMES CALLAN,ISM,95865,TEXT ANALYTICS,A4,23,34,68%,14.48,4.65,4.65,4.78,4.09,4.70,4.65,4.77,4.70,4.57,,,,,,,,,,,,,,
Spring,2017,RAHUL TELANG,ISM,95866,ADV BUSINESS ANALYTC,A4,32,46,70%,8.40,4.06,3.97,3.97,3.84,4.00,4.00,4.44,3.88,3.88,,,,,,,,,,,,,,
Spring,2017,DAVID CHOI,ISM,95868,EXPG VISUALZG DATA,A3,21,29,72%,11.57,4.33,4.57,4.43,4.33,4.43,4.43,4.76,4.38,4.38,,,,,,,,,,,,,,
Spring,2017,DAVID CHOI,ISM,95868,EXPG VISUALZG DATA,B3,30,41,73%,9.70,4.40,4.47,4.57,4.37,4.60,4.53,4.73,4.50,4.33,,,,,,,,,,,,,,
Spring,2017,LEMAN AKOGLU,ISM,95869,BIG DATA LG SC CMPTG,A4,25,34,74%,13.13,4.12,4.28,4.32,3.72,4.40,4.28,4.40,4.20,4.20,,,,,,,,,,,,,,
Spring,2017,JOHN DAVIS,ISM,95874,AGILE METHODS,A4,13,18,72%,6.64,4.77,4.54,4.69,4.62,4.85,4.69,4.85,4.62,4.69,,,,,,,,,,,,,,
Spring,2017,KAREN BIGRIGG,ISM,95880,PYTHON FOR DEV,A3,29,36,81%,10.31,4.21,3.86,4.07,3.90,4.17,3.82,4.57,3.86,3.79,,,,,,,,,,,,,,
Spring,2017,KAREN BIGRIGG,ISM,95880,PYTHON FOR DEV,B4,21,30,70%,10.19,4.43,4.33,4.33,4.24,4.24,4.19,4.52,4.24,4.19,,,,,,,,,,,,,,
Spring,2017,MICHAEL BIGRIGG,ISM,95881,WEB APP DEV,A3,18,29,62%,8.94,4.06,3.24,3.82,2.88,3.59,3.35,4.29,3.41,3.18,,,,,,,,,,,,,,
Spring,2017,MICHAEL BIGRIGG,ISM,95882,ENTPR WEB DEV,A4,16,32,50%,8.60,4.31,4.56,4.44,3.94,4.31,4.44,4.50,4.31,4.20,,,,,,,,,,,,,,
Spring,2017,RAJA SOORIAMURTHI,ISM,95885,DATA SCI & BIG DATA,A,6,6,100%,10.00,4.50,4.67,4.67,4.50,4.83,4.67,4.50,4.83,4.50,,,,,,,,,,,,,,
Spring,2017,RAJA SOORIAMURTHI,ISM,95885,DATA SCI & BIG DATA,B,27,32,84%,10.08,4.85,4.85,4.74,4.67,4.70,4.74,4.93,4.78,4.78,,,,,,,,,,,,,,
Spring,2017,KAREN BIGRIGG,ISM,95888,DATA FOCUSED PYTHON,A4,30,35,86%,10.81,3.83,3.73,3.70,3.60,3.67,3.63,4.13,3.53,3.60,,,,,,,,,,,,,,
Spring,2017,TIMOTHY OLOUGHLIN,ISM,95900,INTERNSHIP,K,7,16,44%,24.29,4.43,4.57,4.57,4.57,4.57,4.57,4.57,4.43,4.43,,,,,,,,,,,,,,
Spring,2017,VIBHANSHU ABHISHEK,ISM,95903,INDEPENDENT STUDY,A,2,2,100%,8.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,,,
Spring,2017,SEAN AMMIRATI,ISM,95907,INDEPENDENT STUDY,A,3,4,75%,8.00,5.00,4.33,4.67,5.00,5.00,4.67,5.00,4.67,4.67,,,,,,,,,,,,,,
Spring,2017,ARTUR DUBRAWSKI,ISM,95911,INDEPENDENT STUDY,A,3,5,60%,16.33,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,,,,,,,,,,,,,,
Spring,2017,DOKYUN LEE,ISM,95921,INDEPENDENT STUDY,A,1,2,50%,8.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,,,
Spring,2017,REMA PADMAN,ISM,95922,INDEPENDENT STUDY,A,6,8,75%,9.80,5.00,5.00,5.00,5.00,5.00,4.83,5.00,5.00,4.83,,,,,,,,,,,,,,
Spring,2017,ROCCO PACELLA,PMP,91601,QUANT METHODS II,A4,14,15,93%,4.77,4.07,4.36,4.50,3.79,4.21,4.15,4.64,3.85,3.79,,,,,,,,,,,,,,
Spring,2017,KARYN MOORE,PMP,91729,BUS ANALYTICS MGRS,A4,30,38,79%,11.39,4.23,4.14,4.27,3.97,4.20,4.13,4.43,4.17,3.80,,,,,,,,,,,,,,
Spring,2017,MURLIKRISHNA VISWANATHAN,PMP,91802,INFORMTN SYS MANGERS,K,11,12,92%,11.40,4.27,3.82,3.73,3.55,3.91,3.73,4.82,3.82,4.00,,,,,,,,,,,,,,
Spring,2017,HILARY WOLFENDALE,PMP,91803,ECO PRINC PLCY ANLYS,A,25,26,96%,8.48,4.64,4.48,4.40,3.84,4.42,4.36,4.60,4.40,4.24,,,,,,,,,,,,,,
Spring,2017,ROBERT BARTOLACCI,PMP,91804,FINANCL ANLYS MANGRS,A,19,25,76%,5.56,4.26,3.95,3.89,3.78,4.00,3.95,4.58,3.89,3.79,,,,,,,,,,,,,,
Spring,2017,DENISE ROUSSEAU,PMP,91809,ORGANIZATNL CHANGE,A4,16,18,89%,7.47,4.80,4.56,4.75,4.75,4.75,4.75,4.88,4.81,4.75,,,,,,,,,,,,,,
Spring,2017,JOSEPH BALESTREIRE,PMP,91844,MNG CUSTOMER EXP,A,7,9,78%,5.86,4.86,4.57,4.57,4.00,4.71,4.86,5.00,4.71,4.57,,,,,,,,,,,,,,
Spring,2017,LOLA MASON,PMP,91869,CONFLICT RESOLUTION,Z4,10,14,71%,5.30,4.90,4.40,4.60,4.90,4.80,4.70,4.80,4.70,4.70,,,,,,,,,,,,,,
Spring,2017,SILVIA BORZUTZKY,PPP,90703,WOMEN & PUBLIC POLCY,A3,19,23,83%,8.84,4.74,4.37,4.37,4.53,4.68,4.58,4.72,4.42,4.53,,,,,,,,,,,,,,
Spring,2017,EMIL BOLONGAITA,PPP,90705,POLICY ANALYSIS I,K,7,15,47%,10.57,4.14,4.14,4.43,4.14,4.29,4.00,4.00,4.14,4.33,,,,,,,,,,,,,,
Spring,2017,JANUSZ SZCZYPULA,PPP,90711,STATISTICAL METHODS,K,9,15,60%,9.67,4.89,4.89,5.00,4.78,5.00,4.78,5.00,5.00,5.00,,,,,,,,,,,,,,
Spring,2017,SILVIA BORZUTZKY,PPP,90713,POL & PLTCS INTL PER,A,19,23,83%,9.22,4.68,4.56,4.47,4.42,4.58,4.47,4.74,4.58,4.63,,,,,,,,,,,,,,
Spring,2017,SILVIA BORZUTZKY,PPP,90713,POL & PLTCS INTL PER,B,23,26,88%,8.30,4.83,4.74,4.61,4.87,4.78,4.74,4.87,4.65,4.70,,,,,,,,,,,,,,
Spring,2017,SILVIA BORZUTZKY,PPP,90714,POL & PLTC AM POL IN,A,26,31,84%,7.40,4.80,4.28,4.20,4.24,4.48,3.92,4.60,4.20,3.92,,,,,,,,,,,,,,
Spring,2017,STACY ROSENBERG,PPP,90718,STRTGC PRSNTN SKILLS,A3,11,12,92%,7.82,4.91,4.64,4.64,4.64,4.82,4.82,4.80,4.80,4.55,,,,,,,,,,,,,,
Spring,2017,BETH WALTER,PPP,90718,STRTGC PRSNTN SKILLS,B3,12,12,100%,8.00,4.50,4.33,4.50,4.50,4.42,4.58,4.75,4.42,3.75,,,,,,,,,,,,,,
Spring,2017,KIM HYATT,PPP,90718,STRTGC PRSNTN SKILLS,C3,9,10,90%,6.33,4.75,4.67,4.78,4.56,4.33,4.44,4.89,4.67,4.11,,,,,,,,,,,,,,
Spring,2017,STACY ROSENBERG,PPP,90718,STRTGC PRSNTN SKILLS,D4,9,11,82%,6.67,4.56,4.44,4.33,4.56,4.44,4.44,4.56,4.44,4.00,,,,,,,,,,,,,,
Spring,2017,STACY ROSENBERG,PPP,90718,STRTGC PRSNTN SKILLS,E4,9,12,75%,6.00,4.67,4.78,4.78,4.89,4.78,4.78,4.78,4.78,4.67,,,,,,,,,,,,,,
Spring,2017,BETH WALTER,PPP,90718,STRTGC PRSNTN SKILLS,F4,7,7,100%,8.00,4.71,4.86,4.86,4.86,4.86,4.57,4.86,4.71,4.86,,,,,,,,,,,,,,
Spring,2017,KIM HYATT,PPP,90718,STRTGC PRSNTN SKILLS,G3,11,12,92%,6.64,4.55,4.55,4.45,4.36,4.55,4.45,4.55,4.27,4.36,,,,,,,,,,,,,,
Spring,2017,KIM HYATT,PPP,90718,STRTGC PRSNTN SKILLS,H4,11,12,92%,6.64,4.73,4.27,4.55,4.00,4.55,4.18,4.82,4.27,4.00,,,,,,,,,,,,,,
